"","series","baker","baker_last_name","baker_age","baker_occupation","hometown","signature_bake_1","signature_bake_2","signature_bake_3","signature_bake_4","signature_bake_5","signature_bake_6","signature_bake_7","signature_bake_8","signature_bake_9","signature_bake_10","show_stopper_1","show_stopper_2","show_stopper_3","show_stopper_4","show_stopper_5","show_stopper_6","show_stopper_7","show_stopper_8","show_stopper_9","show_stopper_10","technical_1","technical_2","technical_3","technical_4","technical_5","technical_6","technical_7","technical_8","technical_9","technical_10","result_1","result_2","result_3","result_4","result_5","result_6","result_7","result_8","result_9","result_10"
"35",4,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake","Italian Grissini","Coconut, Raspberry and Lemon Meringue Trifle","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry",NA,NA,NA,NA,NA,NA,"Chocolate, Raspberry and Passion Fruit Engagement Cake","Sweet and Savoury Yin Yang Bread","Vanilla Latte Mini CakesLime & Mint Shortbread Pops","Orange, Cardamom and Date M'Hanncha",NA,NA,NA,NA,NA,NA,11,9,5,8,NA,NA,NA,NA,NA,NA,"IN","IN","IN","OUT",NA,NA,NA,NA,NA,NA
"36",4,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Grapefruit Sandwich Cake","Fennel and Chilli Breadsticks","Orange and Ginger Trifle","Mamgu's Cherry-Apple Tart","Chocolate, Cherry and Hazelnut Brownies","Bara Brith","Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy","Potato, Spelt and Rosemary Focaccia","Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets",NA,"Chocolate Cherry Indulgence","Five Strand Christmas Wreath","Limoncello and Blueberry BurstsMillionaire Shortbread","Moroccan Vegetable Filo Feast","Tiered Macaron and Sugar Dough Biscuit Centrepiece","Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns","Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille","Spiced Butternut Squash and Pecan 'Cheese' Cake","Banoffee Opera Cake",NA,8,11,10,2,5,6,1,4,3,NA,"IN","IN","IN","IN","IN","IN","IN","IN","OUT",NA
"37",4,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Strawberry, Vanilla and Rosewater Summer Basket","Mediterranean Breadsticks with Oregano","Caribbean Pina Colada Trifle","Granny Rogers' Apple, Plum & Cinnamon Country Pie","Mixed Berry and Almond Crumble Traybake","Oxford Nutty Fruit Loaf","Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",NA,NA,"Chocolate and Orange 'Fripperous' Hat Cake","Double Plaited Loaf","Ninety-NinersSachertorte Parcels","Roasted Vegetable Filo Pie with Feta Cheese","Shortbread Bavarian Clock Tower","Schnecken BunsVanilla Custard Skolebrød","Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille","Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant",NA,NA,3,4,4,7,1,4,6,5,NA,NA,"IN","IN","STAR BAKER","IN","STAR BAKER","IN","IN","OUT",NA,NA
"38",4,"Deborah","Manger",51,"Dentist","Peterborough","Pineapple Cake","Fennel & Chilli Breadsticks","Tropical Trifle*",NA,NA,NA,NA,NA,NA,NA,"'Coffee Time'","Walnut Fleur Loaf","Canelé Cherry and Chocolate CakesRose Cookies",NA,NA,NA,NA,NA,NA,NA,9,8,9,NA,NA,NA,NA,NA,NA,NA,"IN","IN","OUT",NA,NA,NA,NA,NA,NA,NA
"39",4,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Giant Jam Sandwich","Giant Matchsticks","Apple and Blackberry Crumble Trifle","Peach Pie In the Sky","Millionaire Banoffee Bonus","Chai Tea Loaf","Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream","'Chelsea Flour Show' Bun Bouquet","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones","Rainbow Picnic Pie","Secret Squirrel Cake","Sailor's Knot","'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes","Cherry Tree Baklava Filo Pie","Biscuit Buttons and Beads","Hot Cross BriochesRhubarb and Custard Kolaches","French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers","Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)","Great British Soap Opera Cake","Midsummer Night's Dream Wedding Cake",7,2,8,1,3,2,5,3,2,3,"IN","IN","IN","IN","IN","IN","STAR BAKER","IN","IN","WINNER"
"40",4,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Strawberries and Cream Cake","Rosemary and Parmesan Grissini","Raspberry and Almond Trifle","Apple & Maple Syrup Pie","Apricot and Pistachio Tiffin","Devonshire Panettone","Prune and Armagnac Puddingwith Boozy Butterscotch Sauce",NA,NA,NA,"Almond and Espresso Chocolate Cake","Harvest Crown","Billionaire BouchéesOrange Financiers","Spanakopita (Walnut and Feta Cheese)","Shortbread and Macaron Helter-Skelter","Almond and Apricot BriochesSticky Caramel Kanelbullen","Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille",NA,NA,NA,4,7,1,9,2,5,3,NA,NA,NA,"IN","IN","IN","IN","IN","IN","OUT",NA,NA,NA
"41",4,"Howard","Middleton",51,"Council Worker","Sheffield","Passion Fruit and Coconut Cake","Moroccan Breadsticks","Caramel and Apple Trifle*","Apple Pie with Sage Pastry","Breakfast Traybake","Date & Hemp Yorkshire Loaf",NA,NA,NA,NA,"Black Forest Revisited","Picasso Sun Bread","Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits","Fresh Fig and Feta Filo Flan","Japanese Pagoda Tea Tower","Peachy BunsGerman Baumschnecken",NA,NA,NA,NA,6,10,7,5,8,7,NA,NA,NA,NA,"IN","IN","IN","IN","IN","OUT",NA,NA,NA,NA
"42",4,"Kimberley","Wilson",30,"Psychologist","London","Blood Orange Cake","Nigella Seed and Parmesan Breadsticks","Peach, Almond and Ginger Trifle","Pecan and Rosemary Caramel Apple Pie","Cherry and Almond Bakewell Florentine Slice","Chai Spiced Ginger and Date Tea Loaf","Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard","Wild Garlic Pesto and Parma Ham Spelt Loaf","Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken","Chicken and Pig Pie","Chocolate, Raspberry & Basil Layer Cake","Peace Bread","Chocolate Pistachio FinanciersLemon Bergamot Biscuits","Chicken, Bacon and Butternut Squash Pie","Black and White Viennese Biscuit Stack","Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer","Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette","Butternut Squash and Spice Cake Toadstool House","Passion Fruit and Lime Opera Cake","Languages of Love Wedding Cake",10,1,6,4,7,3,4,2,1,1,"IN","IN","IN","STAR BAKER","IN","IN","IN","IN","STAR BAKER","Runner-up"
"43",4,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire","Timperley Early Cake","Grissini with Salt",NA,NA,NA,NA,NA,NA,NA,NA,"Thyme 'Wildwood' Cake","Roast Tomato Bread",NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"IN","OUT",NA,NA,NA,NA,NA,NA,NA,NA
"44",4,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes","Lemon and Poppy Seed Cake","Rosemary & Raisin Breadsticks","Ginger, Mango and Passion Fruit Trifle",NA,NA,NA,NA,NA,NA,NA,"Chocolate Monster","Sage & Garlic Plait","Rose and Pistachio MacaroonsChocolate and Raspberry Bites",NA,NA,NA,NA,NA,NA,NA,5,6,11,NA,NA,NA,NA,NA,NA,NA,"IN","IN","OUT",NA,NA,NA,NA,NA,NA,NA
"45",4,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Pecan and Apple Cake","Twisty Rye Bread Sticks","Rhubarb and Orange Trifle","Apple and Pear Pie with Thyme","Blueberry & Orange Traybake",NA,NA,NA,NA,NA,"Raspberry Chocolate Cake","Tribute Loaf","Almond FriandsTurǫn Macaroons","Spanakopita with St George's Mushrooms","Dalek",NA,NA,NA,NA,NA,1,5,2,3,4,NA,NA,NA,NA,NA,"STAR BAKER","IN","IN","IN","OUT",NA,NA,NA,NA,NA
"46",4,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Rhubarb and Custard Sandwich Cake","Mexican Breadsticks","Desert Island Trifle","Apple and Marzipan Pie","Blackberry and Lemon Bakewell Slice","Citrus Tea Loaf","Plum Jam Roly-Polywith Ginger Ice cream","Mango and Nigella Seed Spelt Cob","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Picnic Basket Pie","Chocolate and Ginger Night Sky Cake","White Chocolate and Orange Peacock Bread","Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes","Rose, Almond and Raspberry Filo Pie","'Dropped Ice-Cream' Biscuit Centrepiece","Twisted Swedish KanelbullarSaffron St. Lucia Buns","Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts","Carrot Cake and Pistachio Garden Plot","Chocolate, Almond Praline and Saffron Opera Cake","Raspberry, Lemon and Passion Fruit Wedding Cake",12,3,3,6,6,1,2,1,4,2,"IN","STAR BAKER","IN","IN","IN","STAR BAKER","IN","STAR BAKER","IN","Runner-up"
"47",4,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire","Spiced and Iced Carrot Cake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Two Tiered Chocolate Cake",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Cardamom, Pistachio and Coffee Swiss Roll","Fenugreek and Carom Crackers","Onion and Pine Nut Rolls","Rhubarb, Strawberry and Orange Puddings","Rice Custard Tart with Mangoes and Raspberries","Orange Savarin with Cinnamon Cream","Crispy Lentil Kachori","Date and Walnut Swirl Bread","Chocolate Orange Baklava Masala Chai Baklava",NA,"Tiered Victoria Sponges with Lemon Curd and Raspberry Cream","Day On The Beach","Rolled and Filled Twin Loaf","Mango, Raspberry and Coconut Baked Alaska","Fusion Tiered Pies","Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream","Chocolate and Mango & Lemon Meringue Éclairs","Chocolate Mousse Filled DoughnutsBraided Doughnuts","Chocolate, Orange & Nut EntremetsCappuccino Entremets",NA,3,8,8,3,2,2,6,1,4,NA,"IN","IN","IN","IN","IN","STAR BAKER","IN","IN","OUT",NA
"49",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford","Chocolatey Orangey Swirly Roll",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mini Chocolate and Cherry Cakes",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire","Mum's Sunday Tea Lemon Curd Swiss Roll","Parmesan Triangles","Rustic Picnic Rolls","Orange and Lemon Curd Pots",NA,NA,NA,NA,NA,NA,"Chocolate Ganache Surprises","Express, First Class","Sharing Savoury Pinwheel","Raspberry Ripple Alaska Swan",NA,NA,NA,NA,NA,NA,5,7,7,9,NA,NA,NA,NA,NA,NA,"IN","IN","IN","IN","WD","IN","IN","IN","IN","IN"
"51",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire","Raspberry and Lemon Swiss Roll","Pumpkin and Sunflower Savoury Biscuits",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee and Walnut Battenberg Squares","Space Adventure Moon Scene",NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"IN","OUT",NA,NA,NA,NA,NA,NA,NA,NA
"52",5,"Iain","Watters",31,"Construction Engineer","London/Belfast","Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream","Za'atar and Fig Biscuits","Cranberry and Walnut Rye Bread Rolls","Chocolate, Lime and Raspberry Fondants",NA,NA,NA,NA,NA,NA,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon","Wild West Scene","Moroccan Plaited with a Bessara Dip","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",NA,NA,NA,NA,NA,NA,4,11,9,6,NA,NA,NA,NA,NA,NA,"IN","IN","IN","OUT",NA,NA,NA,NA,NA,NA
"53",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham","Kawaii Frasier Swiss Roll","Sourdough, Parmesan and Chilli Biscuits","Rye and Spelt Bread Rolls",NA,NA,NA,NA,NA,NA,NA,"Lemon Drizzle Cakes with Blueberry and Lemon Curd","Monster Attack","Strawberry Raspberry Cheesecake Brioche",NA,NA,NA,NA,NA,NA,NA,12,6,10,NA,NA,NA,NA,NA,NA,NA,"IN","IN","OUT",NA,NA,NA,NA,NA,NA,NA
"54",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex","Red Velvet and White Chocolate Swiss Roll","Parmesan and Apple Biscuits","Orange and Cardamom Rye Bread Knots","Chocolate and Salted Caramel Molten Puddings","Rhubarb and Custard Tart","Pecan, Chocolate and Sour Cherry Yeast Cake","Spinach and Paneer Spicy Samosa",NA,NA,NA,"Mini Tiered Victoria Sponges","Tea Time","Prosciutto, Olive and Coriander Bread","Pistachio, Raspberry and Chocolate Baked Alaska","Rhubarb, Prune and Apple Pies","Trio of Dobos Tortes","Neapolitan & Lemon Meringue Éclairs",NA,NA,NA,6,4,1,7,3,6,4,NA,NA,NA,"IN","IN","IN","IN","STAR BAKER","IN","OUT",NA,NA,NA
"55",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Spanish Swiss Roll","Black Olive and Rosemary Biscuits with Caramelised Onion Glaze","Opposites Attract Rolls","Pears in Puddings","Tropical Manchester Tart","Apple and Cinnamon Kugelhopf with Honeyed Apples","Childhood Empanadas","Black Forest Cherry Tree","Indian Rose BaklavaHalwa Baklava Rolls","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese","Raspberry and Lemon Genoise Slices with Lemon Drizzles","George Versus The Dragon","Roscón de Reyes","Bakewell Alaska","Four Fruity Seasons Tower","The Cage on the Rocky Hill","Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)","Cocktail Doughnuts
(Mudslide & Raspberry Mojito)","Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges","Village in Chocolate",7,3,2,2,6,3,5,2,1,2,"IN","IN","STAR BAKER","IN","IN","IN","IN","IN","IN","Runner-up"
"56",5,"Martha","Collison",17,"Student","Ascot, Berkshire","Tiramisu Swiss Roll","Caramelised Onion and Goat's Cheese Sandwich Biscuits","Date and Walnut Rye Rolls","Peanut Butter Chocolate Fondants","Pistachio, Apricot and Honey Custard Tart","Dark Chocolate and Almond Liqueur Savarin","Mini Beef Wellingtons","Spiced Plum Iced Bread Swirl",NA,NA,"Mini Lemon and Thyme Drizzle Cakes","Ski Village Scene","Stuffed Sunflower Loaf","Key Lime Baked Alaska","Three Little Pigs Pie","Chess-Themed Chocolate and Salted Caramel Dobos Torte","Rhubarb and Custard & Maple Syrup and Bacon Éclairs","Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts",NA,NA,2,5,3,1,1,4,3,5,NA,NA,"IN","IN","IN","IN","IN","IN","IN","OUT",NA,NA
"57",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Coffee and Hazelnut Swiss Roll","Fennel and Rye Thins","Cider and Walnut Crusty Rolls","Pistachio Puddings with Chocolate Sauce","Chocolate Crusted Passion Fruit Tart","Rum Punch Savarin with Coconut Cream and Tropical Fruits","Spicy Duck Pasties","Lincolnshire Plum Braid","Coffee and Chocolate BaklavaBreakfast Baklava","Apple and Lemon KitesRaspberry and Almond Croissants","Jaffa Orange Cakes","Hansel and Gretel Scene","'Full English' Stromboli","Summer Pudding Alaska","Trio of Apple Pies","Chocolate and Caramel Dobos Torte","Smoked Salmon and Horseradish & Raspberry Ripple Éclairs","Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)","Raspberry NonnettesLime and Passion Fruit Entremets","Red Windmill",1,2,5,4,4,1,2,3,3,1,"STAR BAKER","IN","IN","IN","IN","IN","IN","IN","IN","WINNER"
"58",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray","Black Forest Swiss Roll","Farthing Biscuits","Rye Bread Rolls","Mini Sticky Toffee Puddings","Tarte au Citron",NA,NA,NA,NA,NA,"Almond and Raspberry Mini Cakes","Zulu Boats at Dawn","Chicken and Roasted Vegetable Picnic Loaf","Baked Alaska with Strawberry Surprise","Pieful Tower",NA,NA,NA,NA,NA,11,10,4,8,5,NA,NA,NA,NA,NA,"IN","IN","IN","IN","OUT",NA,NA,NA,NA,NA
"59",5,"Richard","Burr",38,"Builder","Mill Hill, London","Pistachio and Strawberry Swiss Roll","Rosemary Seeded Crackers","Rye and Cranberry Rolls","Black Forest Chocolate Fondants","Fig and Orange Tart","Fruity Guglhupf with an Orange Glaze","Minted Lamb Pasties","Fruit Swedish Tea Ring","Rose and Pistachio BaklavaWalnut and Almond Baklava","Pear Pain au ChocolatPain Au Lait","Miniature Coffee & Walnut Cakes","Pirates!","Pesto Pinwheel","Tiramisu Baked Alaska","Three Course Autumn Pie Feast","Sugar Forest Dobos Torte","Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)","Rhubarb and Custard and Toffee Apple Doughnuts","Hazelnut Mocha EntremetsPink Grapefruit Entremets","Mill on the Hill",10,1,6,5,7,5,1,4,2,3,"IN","STAR BAKER","IN","STAR BAKER","IN","IN","STAR BAKER","STAR BAKER","STAR BAKER","Runner-up"
"60",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Jackfruit, Pistachio and Macadamia Biscotti","Prosciutto, Manchego and Balsamic Onion Soda Breads","Blackberry Crème Brûlées","Pineapple Upside Down Cake","Plum Frangipane Tart",NA,NA,NA,NA,"Black Forest Gâteau","Gingerbread Box filled with Brandy Snaps","Cornucopia","Tower of Fruits Cheesecakes","Buko Pandan, Mango and Passion Fruit Ice Cream Roll","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents",NA,NA,NA,NA,2,6,4,9,8,6,NA,NA,NA,NA,"IN","IN","IN","IN","IN","OUT",NA,NA,NA,NA
"61",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire","Madeira Cake with Candied Lemons","Almond and Apricot Biscotti with Amber Sugar Crystals","Walnut and Stilton Soda Breads",NA,NA,NA,NA,NA,NA,NA,"Enchanted Forest Gâteau","Box of Frogs","Unmade Bread",NA,NA,NA,NA,NA,NA,NA,5,1,6,NA,NA,NA,NA,NA,NA,NA,"IN","IN","OUT",NA,NA,NA,NA,NA,NA,NA
"62",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Blood Orange Madeira Cake","Wedding Biscotti","Fig and Hazelnut Rye Breads","Rhubarb and Ginger Crème Brûlées","Pistachio, Apple and Cardamom Madeleine Cake","Apricot and Rosemary Frangipane Tart","Game Pie with Shallot and Apple Chutney","Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns","Passion Fruit and Chocolate Tart",NA,"Black Forest Gâteau","Honey and Earl Grey Tea Box","Herb Couture","Elderflower and Granola Cheesecakes","Chocolate and Pear Bûche","Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents","Raspberry, Pomegranate and Champagne Charlotte Russe","Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne","Cocoa Carousel",NA,6,2,2,3,3,2,4,3,1,NA,"IN","IN","IN","IN","IN","IN","IN","IN","OUT",NA
"63",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Somewhere West of Madeira Cake","Orange, Rosemary and Almond Biscotti","Wild Garlic Pesto Soda Breads","Pomegranate Two Ways Crème Brûlées","Honey and Flowers Cake","Pear and Raspberry Frangipane Tart","Roadkill Pie","Mont Blanc & Black Forest Gâteau Horns","Chocolate and Bay Tart","Elderflower and Lemon & Spiced Buns","Black Forest Cherry Tree","Sandwich de la Confiture","Flour Power","Trio of Spicy and Herby Baked Cheesecakes","Dessert Island","vol-au-vents Terre et Mer","Victoria's Crown Charlotte Russe","Nun with Hidden Passions","Chocolate Well","Colossal Curvy Carrot Cake",8,3,1,4,5,3,5,2,3,2,"IN","STAR BAKER","STAR BAKER","STAR BAKER","IN","IN","IN","IN","IN","Runner-up"
"64",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire","Zingy Citrus Madeira Cake","Biscotti Italiano",NA,NA,NA,NA,NA,NA,NA,NA,"A Walk in the Black Forest","Russian Box",NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,"STAR BAKER","OUT",NA,NA,NA,NA,NA,NA,NA,NA
"65",6,"Mat","Riley",37,"Fire fighter","London","Gin and Tonic Madeira Cake","Pistachio, Cranberry and White Chocolate Biscotti","Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads","Coconut Crème Brûlées","Sugar Free Carrot Cake","Piña Colada Frangipane Tart","Raised Venison and Pigeon Pie",NA,NA,NA,"Black Forest Gateau","Gingerbread Fire Engine","Curry Inspired Brighton Pavilion","Chocolate Bar Cheesecakes","Raspberry and Coconut Ice Cream Roll","His 'n' Hers Vol-au-vents","Strawberry Charlotte Russe",NA,NA,NA,7,5,8,7,4,1,6,NA,NA,NA,"IN","IN","IN","IN","IN","STAR BAKER","OUT",NA,NA,NA
"66",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Orange and Green Cardamom Madeira Cake","Coconut, Fennel and Pistachio Biscotti","Mexican Bread with Warm Tomato Salsa","Cinnamon Tea Crème Brûlées","Naked Blueberry and Caraway Crunch Cake","Bay Leaf, Rong Tea and Pear Tart","Aromatic Raised Game Pie","Rose Pistachio and Mocha Hazelnut Horns","Peanut Salted Caramel and Chocolate Tart","Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","Quadruple Chocolate Black Forest Gâteau","Box of Fortunes","Snake Charmer's Basket","Fizzy Pop Cheesecakes","Chocolate and Strawberry Lime Ice Cream Roll","Bengali Korma and Clementine with Cod Vol-au-vents","Mango and Raspberry Charlotte Russe","Bubble Gum and Peppermint Cream Religieuse à l'ancienne","Peacock in Nan's Door","My Big Fat British Wedding Cake",12,9,9,8,1,4,1,1,4,1,"IN","IN","IN","IN","STAR BAKER","IN","IN","STAR BAKER","STAR BAKER","WINNER"
"67",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Lemon, Ginger and Caraway Seed Madeira Cake","Chocolate, Hazelnut and Fig Biscotti","Cranberry and Orange Sweet Soda Breads","Almond Crème Brûlées","Carrot & Pecan Cake","Christmas Frangipane Tart","Not a Boaring Pie","Café Tipple & Banana Crunch-away Horns",NA,NA,"Black Forest Chocolate Creation","Memory Box","King of the Jungle","Berry Cheesecake Tower","Dessert Island Getaway","Savoury and Sweet Bouchées","Charlotte Rose","Religieuse à l'ancienne",NA,NA,10,10,10,1,2,5,2,5,NA,NA,"IN","IN","IN","IN","IN","IN","IN","OUT",NA,NA
"68",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire","Madeira Cake with Almond Liqueur and Chopped Apricots","Chocolate Chunk and Hazelnut Biscotti","Soda Breads with Smoked Bacon and Onion","Pontefract Crème Brûlées",NA,NA,NA,NA,NA,NA,"Black Forest Gâteau","Sundried Tomato Cheese Biscuit Box","Basket of Bread Flowers with a Walnut and Blue Cheese Centre","Cassata, Whisky and Orange & Apple Pie Cheesecakes",NA,NA,NA,NA,NA,NA,9,4,7,6,NA,NA,NA,NA,NA,NA,"IN","IN","IN","OUT",NA,NA,NA,NA,NA,NA
"69",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey","Marley Madeira Cake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple Forest Gâteau",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
